",""Active cases"",""Hospitalisations"",""ICU"""
"15/03/2020,""276"",""0"",""0"""
"16/03/2020,""345"",""0"",""0"""
"17/03/2020,""404"",""0"",""0"""
"18/03/2020,""528"",""0"",""0"""
"19/03/2020,""669"",""0"",""0"""
"20/03/2020,""818"",""0"",""0"""
"21/03/2020,""1,032"",""0"",""0"""
"22/03/2020,""1,313"",""0"",""0"""
"23/03/2020,""1,631"",""0"",""0"""
"24/03/2020,""2,013"",""0"",""0"""
"25/03/2020,""2,373"",""0"",""0"""
"26/03/2020,""2,749"",""0"",""0"""
"27/03/2020,""3,065"",""0"",""0"""
"28/03/2020,""3,487"",""0"",""0"""
"29/03/2020,""3,768"",""0"",""0"""
"30/03/2020,""3,975"",""0"",""0"""
"31/03/2020,""4,196"",""32"",""6"""
"01/04/2020,""4,365"",""400"",""76"""
"02/04/2020,""4,490"",""415"",""81"""
"03/04/2020,""4,627"",""410"",""85"""
"04/04/2020,""4,679"",""460"",""92"""
"05/04/2020,""4,590"",""460"",""96"""
"06/04/2020,""4,496"",""458"",""96"""
"07/04/2020,""4,091"",""305"",""93"""
"08/04/2020,""3,722"",""263"",""87"""
"09/04/2020,""3,440"",""262"",""81"""
"10/04/2020,""3,264"",""236"",""74"""
"11/04/2020,""2,964"",""240"",""80"""
"12/04/2020,""2,744"",""239"",""81"""
"13/04/2020,""2,506"",""227"",""79"""
"14/04/2020,""2,314"",""230"",""80"""
"15/04/2020,""2,088"",""214"",""73"""
"16/04/2020,""1,902"",""201"",""67"""
"17/04/2020,""1,729"",""192"",""60"""
"18/04/2020,""1,312"",""184"",""55"""
"19/04/2020,""1,203"",""177"",""48"""
"20/04/2020,""1,108"",""170"",""49"""
"21/04/2020,""1,019"",""167"",""47"""
"22/04/2020,""935"",""162"",""47"""
"23/04/2020,""862"",""152"",""45"""
"24/04/2020,""787"",""138"",""42"""
"25/04/2020,""660"",""129"",""43"""
"26/04/2020,""499"",""115"",""43"""
"27/04/2020,""476"",""113"",""43"""
"28/04/2020,""446"",""109"",""42"""
"29/04/2020,""428"",""94"",""38"""
"30/04/2020,""386"",""89"",""34"""
"01/05/2020,""357"",""83"",""28"""
"02/05/2020,""308"",""79"",""28"""
"03/05/2020,""276"",""75"",""28"""
"04/05/2020,""280"",""70"",""28"""
"05/05/2020,""291"",""66"",""27"""
"06/05/2020,""295"",""62"",""27"""
"07/05/2020,""301"",""58"",""23"""
"08/05/2020,""291"",""56"",""21"""
"09/05/2020,""259"",""51"",""19"""
"10/05/2020,""254"",""43"",""17"""
"11/05/2020,""258"",""49"",""16"""
"12/05/2020,""264"",""47"",""16"""
"13/05/2020,""259"",""50"",""17"""
"14/05/2020,""263"",""51"",""18"""
"15/05/2020,""263"",""46"",""17"""
"16/05/2020,""255"",""49"",""16"""
"17/05/2020,""245"",""50"",""16"""
"18/05/2020,""227"",""45"",""12"""
"19/05/2020,""216"",""47"",""11"""
"20/05/2020,""203"",""43"",""9"""
"21/05/2020,""189"",""41"",""9"""
"22/05/2020,""185"",""39"",""7"""
"23/05/2020,""178"",""35"",""5"""
"24/05/2020,""172"",""33"",""5"""
"25/05/2020,""170"",""31"",""5"""
"26/05/2020,""166"",""30"",""5"""
"27/05/2020,""158"",""30"",""6"""
"28/05/2020,""161"",""29"",""5"""
"29/05/2020,""154"",""23"",""4"""
"30/05/2020,""147"",""22"",""4"""
"31/05/2020,""152"",""20"",""4"""
"01/06/2020,""154"",""20"",""3"""
"02/06/2020,""159"",""26"",""4"""
"03/06/2020,""154"",""25"",""5"""
"04/06/2020,""153"",""22"",""4"""
"05/06/2020,""150"",""21"",""2"""
"06/06/2020,""144"",""21"",""4"""
"07/06/2020,""146"",""18"",""3"""
"08/06/2020,""147"",""19"",""3"""
"09/06/2020,""140"",""18"",""2"""
"10/06/2020,""137"",""20"",""3"""
"11/06/2020,""127"",""18"",""2"""
"12/06/2020,""123"",""17"",""2"""
"13/06/2020,""125"",""16"",""2"""
"14/06/2020,""127"",""16"",""3"""
"15/06/2020,""127"",""17"",""4"""
"16/06/2020,""123"",""17"",""3"""
"17/06/2020,""133"",""16"",""3"""
"18/06/2020,""144"",""14"",""2"""
"19/06/2020,""156"",""15"",""2"""
"20/06/2020,""180"",""17"",""3"""
"21/06/2020,""199"",""14"",""2"""
"22/06/2020,""208"",""16"",""2"""
"23/06/2020,""225"",""19"",""3"""
"24/06/2020,""246"",""16"",""2"""
"25/06/2020,""276"",""16"",""2"""
"26/06/2020,""302"",""12"",""1"""
"27/06/2020,""336"",""12"",""1"""
"28/06/2020,""375"",""11"",""1"""
"29/06/2020,""431"",""15"",""1"""
"30/06/2020,""491"",""14"",""1"""
"01/07/2020,""556"",""18"",""3"""
"02/07/2020,""616"",""24"",""5"""
"03/07/2020,""663"",""27"",""7"""
"04/07/2020,""743"",""29"",""4"""
"05/07/2020,""806"",""30"",""4"""
"06/07/2020,""901"",""34"",""6"""
"07/07/2020,""1,065"",""39"",""10"""
"08/07/2020,""1,169"",""46"",""8"""
"09/07/2020,""1,294"",""45"",""10"""
"10/07/2020,""1,417"",""54"",""13"""
"11/07/2020,""1,673"",""55"",""16"""
"12/07/2020,""1,874"",""67"",""17"""
"13/07/2020,""1,983"",""92"",""18"""
"14/07/2020,""2,181"",""90"",""27"""
"15/07/2020,""2,330"",""111"",""28"""
"16/07/2020,""2,553"",""114"",""30"""
"17/07/2020,""2,874"",""126"",""32"""
"18/07/2020,""2,988"",""115"",""26"""
"19/07/2020,""3,261"",""135"",""29"""
"20/07/2020,""3,431"",""156"",""33"""
"21/07/2020,""3,602"",""182"",""38"""
"22/07/2020,""3,924"",""214"",""42"""
"23/07/2020,""4,150"",""211"",""41"""
"24/07/2020,""4,294"",""217"",""44"""
"25/07/2020,""4,340"",""239"",""46"""
"26/07/2020,""4,506"",""241"",""46"""
"27/07/2020,""4,823"",""259"",""49"""
"28/07/2020,""4,935"",""275"",""47"""
"29/07/2020,""5,007"",""323"",""46"""
"30/07/2020,""5,350"",""330"",""40"""
"31/07/2020,""5,532"",""366"",""44"""
"01/08/2020,""5,696"",""401"",""50"""
"02/08/2020,""5,954"",""408"",""46"""
"03/08/2020,""6,038"",""439"",""43"""
"04/08/2020,""6,099"",""483"",""44"""
"05/08/2020,""6,343"",""566"",""51"""
"06/08/2020,""6,411"",""600"",""52"""
"07/08/2020,""6,548"",""632"",""51"""
"08/08/2020,""6,658"",""659"",""53"""
"09/08/2020,""6,621"",""658"",""51"""
"10/08/2020,""6,440"",""664"",""55"""
"11/08/2020,""6,405"",""673"",""59"""
"12/08/2020,""6,517"",""686"",""51"""
"13/08/2020,""6,147"",""686"",""44"""
"14/08/2020,""5,955"",""679"",""47"""
"15/08/2020,""5,877"",""681"",""48"""
"16/08/2020,""5,537"",""680"",""47"""
"17/08/2020,""5,444"",""674"",""51"""
"18/08/2020,""5,248"",""682"",""52"""
"19/08/2020,""4,770"",""694"",""53"""
"20/08/2020,""4,548"",""644"",""51"""
"21/08/2020,""4,289"",""647"",""47"""
"22/08/2020,""4,015"",""631"",""43"""
"23/08/2020,""3,830"",""604"",""39"""
"24/08/2020,""3,620"",""659"",""38"""
"25/08/2020,""3,428"",""644"",""42"""
"26/08/2020,""3,158"",""603"",""46"""
"27/08/2020,""3,014"",""558"",""35"""
"28/08/2020,""2,769"",""543"",""35"""
"29/08/2020,""2,565"",""510"",""32"""
"30/08/2020,""2,407"",""501"",""31"""
"31/08/2020,""2,217"",""481"",""27"""
"01/09/2020,""2,073"",""450"",""26"""
"02/09/2020,""1,957"",""432"",""23"""
"03/09/2020,""1,844"",""391"",""26"""
"04/09/2020,""1,745"",""357"",""27"""
"05/09/2020,""1,645"",""326"",""27"""
"06/09/2020,""1,511"",""310"",""26"""
"07/09/2020,""1,441"",""294"",""32"""
"08/09/2020,""1,351"",""263"",""29"""
"09/09/2020,""1,281"",""221"",""26"""
"10/09/2020,""1,214"",""195"",""23"""
"11/09/2020,""1,137"",""162"",""18"""
"12/09/2020,""1,082"",""151"",""15"""
"13/09/2020,""1,013"",""137"",""17"""
"14/09/2020,""968"",""141"",""18"""
"15/09/2020,""939"",""139"",""17"""
"16/09/2020,""882"",""126"",""16"""
"17/09/2020,""792"",""117"",""16"""
"18/09/2020,""755"",""108"",""15"""
"19/09/2020,""698"",""106"",""12"""
"20/09/2020,""639"",""109"",""10"""
"21/09/2020,""611"",""107"",""8"""
"22/09/2020,""583"",""100"",""11"""
"23/09/2020,""519"",""89"",""11"""
"24/09/2020,""479"",""81"",""11"""
"25/09/2020,""446"",""71"",""11"""
"26/09/2020,""419"",""68"",""12"""
"27/09/2020,""395"",""65"",""12"""
"28/09/2020,""361"",""62"",""11"""
"29/09/2020,""338"",""60"",""8"""
"30/09/2020,""299"",""55"",""9"""
"01/10/2020,""284"",""50"",""9"""
"02/10/2020,""246"",""51"",""6"""
"03/10/2020,""230"",""49"",""6"""
"04/10/2020,""226"",""46"",""6"""
"05/10/2020,""219"",""46"",""6"""
"06/10/2020,""214"",""37"",""5"""
"07/10/2020,""197"",""32"",""6"""
"08/10/2020,""206"",""31"",""3"""
"09/10/2020,""210"",""28"",""4"""
"10/10/2020,""215"",""31"",""3"""
"11/10/2020,""220"",""31"",""1"""
"12/10/2020,""234"",""32"",""1"""
"13/10/2020,""246"",""31"",""1"""
"14/10/2020,""254"",""28"",""1"""
"15/10/2020,""255"",""26"",""1"""
"16/10/2020,""247"",""20"",""1"""
"17/10/2020,""250"",""18"",""0"""
"18/10/2020,""248"",""16"",""1"""
"19/10/2020,""247"",""17"",""1"""
"20/10/2020,""258"",""17"",""1"""
"21/10/2020,""254"",""16"",""1"""
"22/10/2020,""252"",""16"",""0"""
"23/10/2020,""248"",""20"",""0"""
"24/10/2020,""243"",""18"",""0"""
"25/10/2020,""244"",""17"",""0"""
"26/10/2020,""221"",""16"",""0"""
"27/10/2020,""211"",""15"",""1"""
"28/10/2020,""200"",""13"",""1"""
"29/10/2020,""191"",""19"",""1"""
"30/10/2020,""192"",""20"",""1"""
"31/10/2020,""188"",""17"",""1"""
"01/11/2020,""184"",""17"",""1"""
"02/11/2020,""173"",""16"",""1"""
"03/11/2020,""155"",""15"",""1"""
"04/11/2020,""145"",""20"",""1"""
"05/11/2020,""143"",""21"",""1"""
"06/11/2020,""150"",""20"",""1"""
"07/11/2020,""141"",""19"",""1"""
"08/11/2020,""130"",""19"",""1"""
"09/11/2020,""134"",""20"",""1"""
"10/11/2020,""125"",""20"",""0"""
"11/11/2020,""122"",""22"",""0"""
"12/11/2020,""124"",""22"",""0"""
"13/11/2020,""118"",""22"",""0"""
"14/11/2020,""122"",""21"",""0"""
"15/11/2020,""126"",""22"",""0"""
"16/11/2020,""133"",""24"",""0"""
"17/11/2020,""133"",""23"",""0"""
"18/11/2020,""141"",""22"",""0"""
"19/11/2020,""145"",""26"",""0"""
"20/11/2020,""142"",""23"",""0"""
"21/11/2020,""145"",""25"",""0"""
"22/11/2020,""151"",""22"",""0"""
"23/11/2020,""154"",""21"",""0"""
"24/11/2020,""163"",""25"",""0"""
"25/11/2020,""165"",""24"",""0"""
"26/11/2020,""161"",""24"",""0"""
"27/11/2020,""153"",""22"",""0"""
"28/11/2020,""145"",""21"",""0"""
"29/11/2020,""139"",""21"",""0"""
"30/11/2020,""138"",""22"",""0"""
"01/12/2020,""134"",""21"",""0"""
"02/12/2020,""129"",""21"",""0"""
"03/12/2020,""130"",""26"",""0"""
"04/12/2020,""129"",""27"",""0"""
"05/12/2020,""119"",""28"",""0"""
"06/12/2020,""116"",""29"",""0"""
"07/12/2020,""118"",""33"",""0"""
"08/12/2020,""118"",""37"",""0"""
"09/12/2020,""115"",""32"",""0"""
"10/12/2020,""127"",""38"",""0"""
"11/12/2020,""128"",""38"",""0"""
"12/12/2020,""128"",""37"",""0"""
"13/12/2020,""126"",""34"",""0"""
"14/12/2020,""119"",""28"",""1"""
"15/12/2020,""117"",""31"",""1"""
"16/12/2020,""116"",""28"",""1"""
"17/12/2020,""117"",""29"",""0"""
"18/12/2020,""136"",""24"",""0"""
"19/12/2020,""166"",""25"",""0"""
"20/12/2020,""193"",""26"",""0"""
"21/12/2020,""211"",""23"",""0"""
"22/12/2020,""221"",""22"",""0"""
"23/12/2020,""231"",""20"",""0"""
"24/12/2020,""247"",""21"",""0"""
"25/12/2020,""253"",""24"",""0"""
"26/12/2020,""260"",""23"",""0"""
"27/12/2020,""273"",""25"",""0"""
"28/12/2020,""277"",""19"",""0"""
"29/12/2020,""277"",""24"",""0"""
"30/12/2020,""303"",""19"",""0"""
"31/12/2020,""310"",""22"",""0"""
"01/01/2021,""307"",""19"",""0"""
"02/01/2021,""315"",""25"",""0"""
"03/01/2021,""291"",""26"",""0"""
"04/01/2021,""284"",""26"",""0"""
"05/01/2021,""276"",""32"",""0"""
"06/01/2021,""274"",""36"",""0"""
"07/01/2021,""266"",""38"",""0"""
"08/01/2021,""266"",""41"",""0"""
"09/01/2021,""268"",""40"",""0"""
"10/01/2021,""265"",""41"",""0"""
"11/01/2021,""270"",""45"",""0"""
"12/01/2021,""270"",""47"",""0"""
"13/01/2021,""243"",""44"",""1"""
"14/01/2021,""237"",""46"",""1"""
"15/01/2021,""226"",""51"",""1"""
"16/01/2021,""212"",""47"",""2"""
"17/01/2021,""218"",""38"",""2"""
"18/01/2021,""194"",""34"",""2"""
"19/01/2021,""194"",""32"",""1"""
"20/01/2021,""186"",""36"",""1"""
"21/01/2021,""175"",""32"",""1"""
"22/01/2021,""169"",""34"",""0"""
"23/01/2021,""155"",""32"",""0"""
"24/01/2021,""141"",""26"",""0"""
"25/01/2021,""134"",""25"",""0"""
"26/01/2021,""128"",""28"",""0"""
"27/01/2021,""119"",""21"",""0"""
"28/01/2021,""123"",""21"",""0"""
"29/01/2021,""124"",""20"",""0"""
"30/01/2021,""106"",""14"",""0"""
"31/01/2021,""86"",""14"",""0"""
"01/02/2021,""86"",""10"",""0"""
"02/02/2021,""78"",""9"",""0"""
"03/02/2021,""78"",""9"",""0"""
"04/02/2021,""76"",""10"",""0"""
"05/02/2021,""78"",""9"",""0"""
"06/02/2021,""80"",""9"",""0"""
"07/02/2021,""77"",""11"",""0"""
"08/02/2021,""75"",""10"",""0"""
"09/02/2021,""73"",""11"",""1"""
"10/02/2021,""75"",""12"",""1"""
"11/02/2021,""73"",""12"",""1"""
"12/02/2021,""73"",""12"",""1"""
"13/02/2021,""71"",""11"",""0"""
"14/02/2021,""74"",""12"",""0"""
"15/02/2021,""71"",""14"",""0"""
"16/02/2021,""73"",""12"",""0"""
"17/02/2021,""72"",""12"",""0"""
"18/02/2021,""68"",""11"",""0"""
"19/02/2021,""69"",""10"",""1"""
"20/02/2021,""64"",""10"",""1"""
"21/02/2021,""68"",""10"",""1"""
"22/02/2021,""66"",""11"",""0"""
"23/02/2021,""66"",""12"",""0"""
"24/02/2021,""67"",""12"",""0"""
"25/02/2021,""68"",""13"",""0"""
"26/02/2021,""72"",""17"",""0"""
"27/02/2021,""71"",""21"",""1"""
"28/02/2021,""70"",""19"",""0"""
"01/03/2021,""76"",""17"",""1"""
"02/03/2021,""71"",""24"",""1"""
"03/03/2021,""73"",""20"",""1"""
"04/03/2021,""86"",""26"",""1"""
"05/03/2021,""89"",""25"",""1"""
"06/03/2021,""95"",""27"",""1"""
"07/03/2021,""97"",""29"",""1"""
"08/03/2021,""105"",""29"",""1"""
"09/03/2021,""113"",""37"",""1"""
"10/03/2021,""120"",""42"",""1"""
"11/03/2021,""124"",""46"",""1"""
"12/03/2021,""125"",""44"",""0"""
"13/03/2021,""126"",""48"",""0"""
"14/03/2021,""121"",""41"",""0"""
"15/03/2021,""124"",""37"",""0"""
"16/03/2021,""125"",""43"",""0"""
"17/03/2021,""134"",""47"",""1"""
"18/03/2021,""143"",""46"",""0"""
"19/03/2021,""145"",""63"",""1"""
"20/03/2021,""146"",""64"",""3"""
"21/03/2021,""147"",""60"",""2"""
"22/03/2021,""148"",""64"",""1"""
"23/03/2021,""145"",""66"",""1"""
"24/03/2021,""149"",""72"",""1"""
"25/03/2021,""141"",""71"",""1"""
"26/03/2021,""138"",""73"",""1"""
"27/03/2021,""147"",""75"",""2"""
"28/03/2021,""143"",""77"",""2"""
"29/03/2021,""150"",""78"",""2"""
"30/03/2021,""158"",""83"",""2"""
"31/03/2021,""147"",""76"",""1"""
"01/04/2021,""156"",""87"",""1"""
"02/04/2021,""157"",""86"",""1"""
"03/04/2021,""147"",""78"",""2"""
"04/04/2021,""144"",""81"",""3"""
"05/04/2021,""149"",""84"",""3"""
"06/04/2021,""147"",""79"",""2"""
"07/04/2021,""152"",""82"",""2"""
"08/04/2021,""139"",""76"",""2"""
"09/04/2021,""133"",""76"",""2"""
"10/04/2021,""132"",""69"",""1"""
"11/04/2021,""133"",""65"",""1"""
"12/04/2021,""130"",""62"",""1"""
"13/04/2021,""141"",""63"",""2"""
"14/04/2021,""147"",""59"",""2"""
"15/04/2021,""150"",""50"",""2"""
"16/04/2021,""140"",""46"",""2"""
"17/04/2021,""151"",""44"",""2"""
"18/04/2021,""159"",""44"",""3"""
"19/04/2021,""175"",""44"",""3"""
"20/04/2021,""173"",""48"",""2"""
"21/04/2021,""182"",""47"",""1"""
"22/04/2021,""210"",""47"",""1"""
"23/04/2021,""224"",""61"",""1"""
"24/04/2021,""230"",""67"",""1"""
"25/04/2021,""230"",""68"",""1"""
"26/04/2021,""240"",""73"",""1"""
"27/04/2021,""253"",""71"",""1"""
"28/04/2021,""270"",""75"",""2"""
"29/04/2021,""274"",""69"",""2"""
"30/04/2021,""279"",""72"",""2"""
"01/05/2021,""266"",""73"",""2"""
"02/05/2021,""251"",""63"",""2"""
"03/05/2021,""245"",""59"",""1"""
"04/05/2021,""248"",""60"",""1"""
"05/05/2021,""234"",""54"",""1"""
"06/05/2021,""223"",""46"",""1"""
"07/05/2021,""212"",""39"",""1"""
"08/05/2021,""206"",""38"",""1"""
"09/05/2021,""208"",""35"",""2"""
"10/05/2021,""195"",""35"",""2"""
"11/05/2021,""175"",""32"",""2"""
"12/05/2021,""163"",""31"",""3"""
"13/05/2021,""142"",""27"",""3"""
"14/05/2021,""137"",""24"",""3"""
"15/05/2021,""133"",""24"",""3"""
"16/05/2021,""133"",""23"",""3"""
"17/05/2021,""127"",""23"",""3"""
"18/05/2021,""115"",""25"",""3"""
"19/05/2021,""112"",""22"",""1"""
"20/05/2021,""99"",""22"",""1"""
"21/05/2021,""91"",""21"",""1"""
"22/05/2021,""88"",""22"",""1"""
"23/05/2021,""70"",""18"",""1"""
"24/05/2021,""68"",""19"",""1"""
"25/05/2021,""69"",""17"",""1"""
"26/05/2021,""78"",""20"",""1"""
"27/05/2021,""82"",""18"",""2"""
"28/05/2021,""88"",""19"",""1"""
"29/05/2021,""93"",""17"",""1"""
"30/05/2021,""97"",""19"",""1"""
"31/05/2021,""102"",""21"",""1"""
"01/06/2021,""108"",""17"",""1"""
"02/06/2021,""111"",""21"",""1"""
"03/06/2021,""114"",""20"",""0"""
"04/06/2021,""117"",""19"",""0"""
"05/06/2021,""125"",""17"",""0"""
"06/06/2021,""135"",""16"",""0"""
"07/06/2021,""145"",""17"",""0"""
"08/06/2021,""152"",""18"",""0"""
"09/06/2021,""140"",""14"",""0"""
"10/06/2021,""141"",""16"",""0"""
"11/06/2021,""129"",""16"",""0"""
"12/06/2021,""123"",""15"",""0"""
"13/06/2021,""123"",""16"",""0"""
"14/06/2021,""130"",""24"",""1"""
"15/06/2021,""127"",""26"",""1"""
"16/06/2021,""134"",""27"",""1"""
"17/06/2021,""137"",""35"",""1"""
"18/06/2021,""140"",""39"",""1"""
"19/06/2021,""138"",""36"",""1"""
"20/06/2021,""135"",""36"",""1"""
"21/06/2021,""138"",""40"",""1"""
"22/06/2021,""136"",""42"",""1"""
"23/06/2021,""155"",""45"",""0"""
"24/06/2021,""171"",""49"",""0"""
"25/06/2021,""189"",""52"",""1"""
"26/06/2021,""216"",""52"",""1"""
"27/06/2021,""251"",""56"",""1"""
"28/06/2021,""266"",""58"",""2"""
"29/06/2021,""284"",""59"",""1"""
"30/06/2021,""317"",""62"",""1"""
"01/07/2021,""339"",""67"",""3"""
"02/07/2021,""376"",""73"",""4"""
"03/07/2021,""410"",""66"",""6"""
"04/07/2021,""427"",""75"",""7"""
"05/07/2021,""449"",""81"",""7"""
"06/07/2021,""464"",""83"",""9"""
"07/07/2021,""481"",""97"",""10"""
"08/07/2021,""505"",""103"",""13"""
"09/07/2021,""525"",""104"",""12"""
"10/07/2021,""553"",""112"",""18"""
"11/07/2021,""629"",""113"",""17"""
"12/07/2021,""727"",""126"",""20"""
"13/07/2021,""780"",""125"",""23"""
"14/07/2021,""840"",""128"",""22"""
"15/07/2021,""893"",""132"",""22"""
"16/07/2021,""966"",""132"",""21"""
"17/07/2021,""1,047"",""123"",""21"""
"18/07/2021,""1,138"",""124"",""21"""
"19/07/2021,""1,230"",""128"",""27"""
"20/07/2021,""1,300"",""142"",""30"""
"21/07/2021,""1,393"",""155"",""26"""
"22/07/2021,""1,522"",""155"",""31"""
"23/07/2021,""1,631"",""173"",""35"""
"24/07/2021,""1,731"",""174"",""41"""
"25/07/2021,""1,783"",""180"",""46"""
"26/07/2021,""1,846"",""191"",""47"""
"27/07/2021,""1,923"",""207"",""49"""
"28/07/2021,""2,011"",""201"",""60"""
"29/07/2021,""2,199"",""243"",""58"""
"30/07/2021,""2,270"",""247"",""62"""
"31/07/2021,""2,338"",""247"",""62"""
"01/08/2021,""2,472"",""295"",""58"""
"02/08/2021,""2,558"",""314"",""59"""
"03/08/2021,""2,701"",""350"",""57"""
"04/08/2021,""2,821"",""365"",""57"""
"05/08/2021,""2,927"",""369"",""57"""
"06/08/2021,""3,094"",""388"",""55"""
"07/08/2021,""3,267"",""426"",""60"""
"08/08/2021,""3,384"",""441"",""62"""
"09/08/2021,""3,468"",""426"",""70"""
"10/08/2021,""3,702"",""432"",""63"""
"11/08/2021,""3,891"",""440"",""64"""
"12/08/2021,""4,023"",""428"",""65"""
"13/08/2021,""4,259"",""439"",""67"""
"14/08/2021,""4,539"",""427"",""68"""
"15/08/2021,""4,626"",""423"",""66"""
"16/08/2021,""4,962"",""439"",""67"""
"17/08/2021,""5,348"",""493"",""73"""
"18/08/2021,""5,690"",""503"",""80"""
"19/08/2021,""6,126"",""514"",""86"""
"20/08/2021,""6,620"",""511"",""90"""
"21/08/2021,""7,109"",""554"",""94"""
"22/08/2021,""7,731"",""603"",""108"""
"23/08/2021,""8,284"",""641"",""112"""
"24/08/2021,""8,806"",""667"",""120"""
"25/08/2021,""9,427"",""708"",""128"""
"26/08/2021,""10,084"",""765"",""132"""
"27/08/2021,""10,715"",""836"",""133"""
"28/08/2021,""11,449"",""853"",""139"""
"29/08/2021,""12,292"",""888"",""140"""
"30/08/2021,""13,036"",""925"",""153"""
"31/08/2021,""13,577"",""951"",""162"""
"01/09/2021,""14,353"",""999"",""175"""
"02/09/2021,""15,158"",""1047"",""184"""
"03/09/2021,""15,903"",""1068"",""180"""
"04/09/2021,""16,766"",""1138"",""198"""
"05/09/2021,""17,268"",""1137"",""198"""
"06/09/2021,""17,873"",""1187"",""200"""
"07/09/2021,""18,518"",""1278"",""220"""
"08/09/2021,""19,177"",""1276"",""226"""
"09/09/2021,""19,883"",""1305"",""235"""
"10/09/2021,""20,722"",""1318"",""244"""
"11/09/2021,""21,434"",""1,338"",""258"""
"12/09/2021,""21,864"",""1379"",""257"""
"13/09/2021,""22,232"",""1375"",""263"""
"14/09/2021,""22,771"",""1442"",""279"""
"15/09/2021,""23,025"",""1442"",""280"""
"16/09/2021,""23,338"",""1444"",""284"""
"17/09/2021,""23,538"",""1484"",""279"""
"18/09/2021,""23,614"",""1,455"",""291"""
"19/09/2021,""23,801"",""1,468"",""292"""
"20/09/2021,""23,827"",""1,442"",""297"""
"21/09/2021,""23,936"",""1541"",""304"""
"22/09/2021,""24,050"",""1518"",""302"""
"23/09/2021,""24,102"",""1530"",""295"""
"24/09/2021,""23,949"",""1,512"",""300"""
"25/09/2021,""23,951"",""1,529"",""298"""
"26/09/2021,""24,003"",""1,493"",""299"""
"27/09/2021,""23,884"",""1,538"",""292"""
"28/09/2021,""24,011"",""1,551"",""297"""
"29/09/2021,""24,256"",""1,479"",""296"""
"30/09/2021,""24,840"",""1514"",""299"""
"01/10/2021,""25,077"",""1,483"",""300"""
"02/10/2021,""25,627"",""1,468"",""302"""
"03/10/2021,""25,975"",""1494"",""298"""
"04/10/2021,""26,546"",""1500"",""296"""
"05/10/2021,""27,286"",""1537"",""298"""
"06/10/2021,""27,490"",""1528"",""291"""
"07/10/2021,""27,938"",""1520"",""305"""
"08/10/2021,""28,710"",""1522"",""292"""
"09/10/2021,""29,289"",""1437"",""287"""
"10/10/2021,""29,964"",""1446"",""293"""
"11/10/2021,""30,519"",""1492"",""295"""
"12/10/2021,""30,494"",""1486"",""308"""
"13/10/2021,""30,633"",""1463"",""305"""
"14/10/2021,""30,920"",""1459"",""297"""
"15/10/2021,""31,478"",""1414"",""310"""
"16/10/2021,""31,453"",""1493"",""312"""
"17/10/2021,""31,617"",""1441"",""298"""
"18/10/2021,""31,732"",""1502"",""297"""
"19/10/2021,""31,304"",""1416"",""287"""
"20/10/2021,""31,454"",""1379"",""279"""
"21/10/2021,""31,670"",""1344"",""275"""
"22/10/2021,""31,631"",""1310"",""282"""
"23/10/2021,""31,226"",""1285"",""280"""
"24/10/2021,""31,011"",""1307"",""273"""
"25/10/2021,""30,583"",""1318"",""278"""
"26/10/2021,""30,472"",""1310"",""265"""
"27/10/2021,""30,211"",""1192"",""241"""
"28/10/2021,""29,695"",""1151"",""226"""
"29/10/2021,""28,998"",""1126"",""216"""
"30/10/2021,""28,226"",""1113"",""222"""
"31/10/2021,""27,318"",""1064"",""211"""
"01/11/2021,""26,674"",""1068"",""216"""
"02/11/2021,""25,829"",""1019"",""203"""
"03/11/2021,""24,911"",""984"",""187"""
"04/11/2021,""23,943"",""978"",""180"""
"05/11/2021,""22,983"",""932"",""171"""
"06/11/2021,""22,466"",""934"",""162"""
"07/11/2021,""21,706"",""851"",""149"""
"08/11/2021,""21,331"",""835"",""140"""
"09/11/2021,""20,867"",""851"",""133"""
"10/11/2021,""20,353"",""725"",""126"""
"11/11/2021,""19,746"",""702"",""119"""
"12/11/2021,""19,244"",""681"",""116"""
"13/11/2021,""19,208"",""654"",""109"""
"14/11/2021,""19,111"",""638"",""107"""
"15/11/2021,""18,588"",""615"",""110"""
"16/11/2021,""18,495"",""632"",""105"""
"17/11/2021,""18,551"",""598"",""92"""
"18/11/2021,""18,318"",""574"",""93"""
